Kingdom,Phylum,Class,Subclass,Infraclass,Subterclass,Superorder,Order,Superfamily,Family,Genus,Species,Subfamily,Tribe,Subphylum,Suborder,Superclass,Infraorder,Parvorder,Section,Subsection,Flokkun,id,N,Artal,skipting,stod,Nu,A,worms
Animalia,Mollusca,Bivalvia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Cardiida,Tellinoidea,Tellinidae,Macoma,Macoma calcarea,Macominae,,,,,,,,,Macoma calcarea,4B,11,2016,4,4B,44,141580,141580
Animalia,Mollusca,Bivalvia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Cardiida,Tellinoidea,Tellinidae,Macoma,Macoma calcarea,Macominae,,,,,,,,,Macoma calcarea,4A,14,2016,1,4A,14,141580,141580
Animalia,Mollusca,Bivalvia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Cardiida,Tellinoidea,Tellinidae,Macoma,Macoma calcarea,Macominae,,,,,,,,,Macoma calcarea,B5A,10,2015,4,B5,40,141580,141580
Animalia,Mollusca,Bivalvia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Cardiida,Tellinoidea,Tellinidae,Macoma,Macoma calcarea,Macominae,,,,,,,,,Macoma calcarea,E3A,3,2014,4,E3,12,141580,141580
Animalia,Mollusca,Bivalvia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Cardiida,Tellinoidea,Tellinidae,Macoma,Macoma calcarea,Macominae,,,,,,,,,Macoma calcarea,A7B,5,2015,4,A7,20,141580,141580
Animalia,Mollusca,Bivalvia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Cardiida,Tellinoidea,Tellinidae,Macoma,Macoma calcarea,Macominae,,,,,,,,,Macoma calcarea,5B,8,2016,4,5B,32,141580,141580
Animalia,Mollusca,Bivalvia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Cardiida,Tellinoidea,Tellinidae,Macoma,Macoma calcarea,Macominae,,,,,,,,,Macoma calcarea,B5A,11,2017,1,B5,11,141580,141580
Animalia,Mollusca,Bivalvia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Cardiida,Tellinoidea,Tellinidae,Macoma,Macoma calcarea,Macominae,,,,,,,,,Macoma calcarea,E3B,3,2015,4,E3,12,141580,141580
Animalia,Mollusca,Bivalvia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Cardiida,Tellinoidea,Tellinidae,Macoma,Macoma calcarea,Macominae,,,,,,,,,Macoma calcarea,8B,6,2016,4,8B,24,141580,141580
Animalia,Mollusca,Bivalvia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Cardiida,Tellinoidea,Tellinidae,Macoma,Macoma calcarea,Macominae,,,,,,,,,Macoma calcarea,8A,7,2016,4,8A,28,141580,141580
Animalia,Mollusca,Bivalvia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Cardiida,Tellinoidea,Tellinidae,Macoma,Macoma calcarea,Macominae,,,,,,,,,Macoma calcarea,B5C,24,2017,1,B5,24,141580,141580
Animalia,Mollusca,Bivalvia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Cardiida,Tellinoidea,Tellinidae,Macoma,Macoma calcarea,Macominae,,,,,,,,,Macoma calcarea,B5C,2,2017,4,B5,8,141580,141580
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Spionida,,Spionidae,Malacoceros,Malacoceros fuliginosus,,,,Spioniformia,,,,,,Malacoceros fuliginosus,A7C,1,2014,4,A7,4,131131,131131
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Spionida,,Spionidae,Malacoceros,Malacoceros fuliginosus,,,,Spioniformia,,,,,,Malacoceros fuliginosus,B5B,9,2014,1,B5,9,131131,131131
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Spionida,,Spionidae,Malacoceros,Malacoceros fuliginosus,,,,Spioniformia,,,,,,Malacoceros fuliginosus,B5C,2,2014,1,B5,2,131131,131131
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Spionida,,Spionidae,Malacoceros,Malacoceros fuliginosus,,,,Spioniformia,,,,,,Malacoceros fuliginosus,E4C,3,2014,4,E4,12,131131,131131
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Spionida,,Spionidae,Malacoceros,Malacoceros fuliginosus,,,,Spioniformia,,,,,,Malacoceros fuliginosus,E4A,2,2014,1,E4,2,131131,131131
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Spionida,,Spionidae,Malacoceros,Malacoceros fuliginosus,,,,Spioniformia,,,,,,Malacoceros fuliginosus,B0C,1,2014,1,B0,1,131131,131131
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Spionida,,Spionidae,Malacoceros,Malacoceros fuliginosus,,,,Spioniformia,,,,,,Malacoceros fuliginosus,B5A,47,2014,1,B5,47,131131,131131
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,,,,,,,,,,,,Maldanidae,8B,3,2016,1,8B,3,923,923
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,,,,,,,,,,,,Maldanidae,5B,2,2016,4,5B,8,923,923
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,,,,,,,,,,,,Maldanidae,8C,1,2016,4,8C,4,923,923
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,,,,,,,,,,,,Maldanidae,4C,1,2016,4,4C,4,923,923
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,,,,,,,,,,,,Maldanidae,7C,8,2016,1,7C,8,923,923
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,,,,,,,,,,,,Maldanidae,7C,2,2016,4,7C,8,923,923
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,,,,,,,,,,,,Maldanidae,8B,2,2016,4,8B,8,923,923
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,,,,,,,,,,,,Maldanidae,4B,1,2016,4,4B,4,923,923
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,,,,,,,,,,,,Maldanidae,5A,1,2016,1,5A,1,923,923
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,,,,,,,,,,,,Maldanidae,E4B,2,2015,1,E4,2,923,923
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,,,,,,,,,,,,Maldanidae,7A,1,2016,1,7A,1,923,923
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,,,,,,,,,,,,Maldanidae,7C,1,2016,4,7C,4,923,923
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,,,,,,,,,,,,Maldanidae,8C,2,2016,1,8C,2,923,923
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,,,,,,,,,,,,Maldanidae,U2C,1,2013,1,U2,1,923,923
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,,,,,,,,,,,,Maldanidae,5C,1,2016,4,5C,4,923,923
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,,,,,,,,,,,,Maldanidae,E4A,1,2017,1,E4,1,923,923
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,,,,,,,,,,,,Maldanidae,8B,1,2016,4,8B,4,923,923
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,,,,,,,,,,,,Maldanidae,7A,7,2016,4,7A,28,923,923
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,,,,,,,,,,,,Maldanidae,8A,2,2016,4,8A,8,923,923
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,,,,,,,,,,,,Maldanidae,8A,2,2016,1,8A,2,923,923
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,,,,,,,,,,,,Maldanidae,5A,4,2016,4,5A,16,923,923
Animalia,Mollusca,Gastropoda,Vetigastropoda,,,,Trochida,Trochoidea,Margaritidae,Margarites,Margarites groenlandicus,,,,,,,,,,Margarites groenlandicus,E3B,1,2017,4,E3,4,141820,141820
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,U2B,2,2013,8,U2,16,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,E4C,1,2013,1,E4,1,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,C4B,5,2017,4,C4,20,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,U2B,2,2013,1,U2,2,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,B0B,6,2013,1,B0,6,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,E3A,2,2014,4,E3,8,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,B8C,5,2017,4,B8,20,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,U2C,2,2013,1,U2,2,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,E3A,3,2017,4,E3,12,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,E4C,10,2015,4,E4,40,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,B8B,6,2017,4,B8,24,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,E4C,1,2015,1,E4,1,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,B0A,1,2014,1,B0,1,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,E3B,2,2017,4,E3,8,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,C4A,2,2014,1,C4,2,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,E3C,4,2017,4,E3,16,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,C4C,8,2015,4,C4,32,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,C4C,3,2017,4,C4,12,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,B0B,2,2013,8,B0,16,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,B5B,4,2015,4,B5,16,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,B5B,4,2017,4,B5,16,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,B5A,8,2015,4,B5,32,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,B5C,7,2015,4,B5,28,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,B8A,4,2015,4,B8,16,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,E4B,4,2014,1,E4,4,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,E4A,10,2017,4,E4,40,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,C4A,5,2017,4,C4,20,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,C4A,3,2015,4,C4,12,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,C4C,1,2013,8,C4,8,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,E4B,6,2017,4,E4,24,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,E4B,6,2015,4,E4,24,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,B8A,5,2017,4,B8,20,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,C4A,1,2015,1,C4,1,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,A7C,2,2015,4,A7,8,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,B5C,9,2017,4,B5,36,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,E4C,4,2017,4,E4,16,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,E3C,1,2015,4,E3,4,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,C4B,5,2015,4,C4,20,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,E3B,4,2014,4,E3,16,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,E3A,3,2015,4,E3,12,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,E3C,6,2014,4,E3,24,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,E4A,6,2015,1,E4,6,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,A7A,1,2015,4,A7,4,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,B8A,1,2015,1,B8,1,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,A7B,4,2017,4,A7,16,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,A7C,4,2017,4,A7,16,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,E4A,2,2014,1,E4,2,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,B8B,5,2015,4,B8,20,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,B8C,6,2015,4,B8,24,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,3A,1,2016,4,3A,4,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,B5A,3,2017,4,B5,12,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,4C,7,2016,4,4C,28,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,4B,2,2016,4,4B,8,129892,129892
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Capitellidae,Mediomastus,Mediomastus fragilis,,,,,,,,,,Mediomastus fragilis,A7B,6,2015,4,A7,24,129892,129892
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,E3A,1,2013,8,E3,8,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,C4B,2,2013,8,C4,16,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,B5C,5,2015,4,B5,20,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,A7C,1,2015,4,A7,4,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,A7A,2,2015,4,A7,8,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,U2A,2,2013,1,U2,2,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,E3A,1,2013,1,E3,1,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,B5C,1,2014,1,B5,1,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,E3A,7,2014,4,E3,28,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,C4C,6,2014,4,C4,24,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,B5A,1,2017,4,B5,4,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,C4A,1,2017,4,C4,4,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,C4A,2,2013,8,C4,16,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,7B,1,2016,4,7B,4,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,B8C,1,2014,4,B8,4,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,E3C,3,2015,4,E3,12,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,E3B,7,2013,2,E3,14,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,C4B,3,2017,4,C4,12,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,E3B,3,2014,4,E3,12,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,B8B,2,2014,4,B8,8,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,5C,1,2016,4,5C,4,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,B8A,1,2017,4,B8,4,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,C4A,2,2014,1,C4,2,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,U2C,1,2013,1,U2,1,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,C4A,1,2015,1,C4,1,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,E3C,17,2014,4,E3,68,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,B8C,1,2013,8,B8,8,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,U1A,1,2013,1,U1,1,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,E4A,1,2015,1,E4,1,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,U2B,1,2013,8,U2,8,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,E3B,2,2015,4,E3,8,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,C4C,1,2013,1,C4,1,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,5B,1,2016,4,5B,4,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,A7C,4,2017,4,A7,16,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,E4C,14,2014,4,E4,56,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,E4C,2,2015,4,E4,8,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,B5A,2,2014,1,B5,2,130168,130168
Animalia,Annelida,Polychaeta,Errantia,,,,Phyllodocida,,Microphthalmidae,Microphthalmus,Microphthalmus aberrans,,,,Nereidiformia,,,,,,Microphthalmus aberrans,C4C,1,2017,4,C4,4,130168,130168
