"matched_taxon_name","Kingdom","Phylum","Class","Subclass","Infraclass","Subterclass","Superorder","Order","Superfamily","Family","Genus","Species","Subfamily","Tribe","Subphylum","Suborder","Superclass","Subgenus","Infraorder","Parvorder","Subspecies","Section","Subsection","Flokkun","id","N","Artal","skipting","stod","Nu","gamalt","A","worms","Nfm","Major Group","Family code","Species code","Food Source","Motility","Habit","Om/Ca/He","Food size/type","FeedMode","Feeding guild","Cleaned Taxon name"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","E3A",2,2017,4,"E3",8,"Mya arenaria","140430",138211,67,"MOBI","0402","0635","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Mya arenaria"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","E3B",1,2015,4,"E3",4,"Mya arenaria","140430",138211,33,"MOBI","0402","0635","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Mya arenaria"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","E4B",7,2017,4,"E4",28,"Mya arenaria","140430",138211,233,"MOBI","0402","0635","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Mya arenaria"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","E4C",5,2017,4,"E4",20,"Mya arenaria","140430",138211,167,"MOBI","0402","0635","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Mya arenaria"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","B8B",1,2015,4,"B8",4,"Mya arenaria","140430",138211,33,"MOBI","0402","0635","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Mya arenaria"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","A7C",7,2016,4,"A7",28,"Mya arenaria","140430",138211,233,"MOBI","0402","0635","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Mya arenaria"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","C4A",1,2017,4,"C4",4,"Mya arenaria","140430",138211,33,"MOBI","0402","0635","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Mya arenaria"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","B5A",1,2016,4,"B5",4,"Mya arenaria","140430",138211,33,"MOBI","0402","0635","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Mya arenaria"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","B0A",1,2014,1,"B0",1,"Mya arenaria","140430",138211,8,"MOBI","0402","0635","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Mya arenaria"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","B8A",1,2015,4,"B8",4,"Mya arenaria","140430",138211,33,"MOBI","0402","0635","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Mya arenaria"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","B8A",8,2016,4,"B8",32,"Mya arenaria","140430",138211,267,"MOBI","0402","0635","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Mya arenaria"
"Mya truncata","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya truncata","B8C",1,2014,4,"B8",4,"Mya truncata","140431",138211,33,"MOBI","0402","0640","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Mya truncata"
"Nereis pelagica","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Nereididae","Nereis","Nereis pelagica","Nereidinae","","","Nereidiformia","","","","","","","","Nereis pelagica","E3C",1,2014,4,"E3",4,"Nereis pelagica","130404",130404,33,"POER","0204","0750","SR","D","T","Om","pom/mic/dia","Dt/Pr","SR-Om-mic","Nereis pelagica"
"Nereis procera","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Terebellida","","Pectinariidae","Cistenides","Cistenides hyperborea","","","","Terebelliformia","","","","","","","","Cistenides hyperborea","E3A",1,2016,4,"E3",4,"Cistenides hyperborea","157317",157317,33,"POER","0204","0760","SR","D","T","Om","pom/mic/dia","Dt/Pr","SR-Om-mic","Nereis procera"
"Nicolea zostericola","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Terebellida","","Terebellidae","Nicolea","Nicolea zostericola","Terebellinae","","","Terebelliformia","","","","","","","","Nicolea zostericola","E3B",1,2017,4,"E3",4,"Nicolea zostericola","131508",131508,33,"POSE","0314","1064","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Nicolea zostericola"
"Notomastus latericeus","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Capitellidae","Notomastus","Notomastus latericeus","","","","","","","","","","","","Notomastus latericeus","B5A",1,2017,4,"B5",4,"Notomastus latericeus","129898",129898,33,"POSE","0248","1080","SS","D","F","Om","sed/pom/mic","De","SS-De","Notomastus latericeus"
"Nuculana minuta","Animalia","Mollusca","Bivalvia","Protobranchia","","","","Nuculanida","Nuculanoidea","Nuculanidae","Nuculana","Nuculana minuta","Nuculaninae","","","","","","","","","","","Nuculana minuta","B8C",1,2016,4,"B8",4,"Nuculana minuta","140577",140577,33,"MOBI","0412","0710","SR","D","F","Om","sed/pom/mic","De","SR-De","Nuculana minuta"
"Nuculana minuta","Animalia","Mollusca","Bivalvia","Protobranchia","","","","Nuculanida","Nuculanoidea","Nuculanidae","Nuculana","Nuculana minuta","Nuculaninae","","","","","","","","","","","Nuculana minuta","E3B",1,2016,4,"E3",4,"Nuculana minuta","140577",140577,33,"MOBI","0412","0710","SR","D","F","Om","sed/pom/mic","De","SR-De","Nuculana minuta"
"Nuculana minuta","Animalia","Mollusca","Bivalvia","Protobranchia","","","","Nuculanida","Nuculanoidea","Nuculanidae","Nuculana","Nuculana minuta","Nuculaninae","","","","","","","","","","","Nuculana minuta","E3A",1,2016,4,"E3",4,"Nuculana minuta","140577",140577,33,"MOBI","0412","0710","SR","D","F","Om","sed/pom/mic","De","SR-De","Nuculana minuta"
"Nuculana minuta","Animalia","Mollusca","Bivalvia","Protobranchia","","","","Nuculanida","Nuculanoidea","Nuculanidae","Nuculana","Nuculana minuta","Nuculaninae","","","","","","","","","","","Nuculana minuta","C4B",1,2016,4,"C4",4,"Nuculana minuta","140577",140577,33,"MOBI","0412","0710","SR","D","F","Om","sed/pom/mic","De","SR-De","Nuculana minuta"
"Nuculana minuta","Animalia","Mollusca","Bivalvia","Protobranchia","","","","Nuculanida","Nuculanoidea","Nuculanidae","Nuculana","Nuculana minuta","Nuculaninae","","","","","","","","","","","Nuculana minuta","C4A",2,2016,4,"C4",8,"Nuculana minuta","140577",140577,67,"MOBI","0412","0710","SR","D","F","Om","sed/pom/mic","De","SR-De","Nuculana minuta"
"Nuculana pernula","Animalia","Mollusca","Bivalvia","Protobranchia","","","","Nuculanida","Nuculanoidea","Nuculanidae","Nuculana","Nuculana pernula","Nuculaninae","","","","","","","","","","","Nuculana pernula","B5A",1,2016,4,"B5",4,"Nuculana pernula","140579",140579,33,"MOBI","0412","0709","SR","D","F","Om","sed/pom/mic","De","SR-De","Nuculana pernula"
"Nuculana pernula","Animalia","Mollusca","Bivalvia","Protobranchia","","","","Nuculanida","Nuculanoidea","Nuculanidae","Nuculana","Nuculana pernula","Nuculaninae","","","","","","","","","","","Nuculana pernula","B8B",7,2016,4,"B8",28,"Nuculana pernula","140579",140579,233,"MOBI","0412","0709","SR","D","F","Om","sed/pom/mic","De","SR-De","Nuculana pernula"
"Nuculana pernula","Animalia","Mollusca","Bivalvia","Protobranchia","","","","Nuculanida","Nuculanoidea","Nuculanidae","Nuculana","Nuculana pernula","Nuculaninae","","","","","","","","","","","Nuculana pernula","B8C",2,2016,4,"B8",8,"Nuculana pernula","140579",140579,67,"MOBI","0412","0709","SR","D","F","Om","sed/pom/mic","De","SR-De","Nuculana pernula"
"Nuculana pernula","Animalia","Mollusca","Bivalvia","Protobranchia","","","","Nuculanida","Nuculanoidea","Nuculanidae","Nuculana","Nuculana pernula","Nuculaninae","","","","","","","","","","","Nuculana pernula","C4C",1,2016,4,"C4",4,"Nuculana pernula","140579",140579,33,"MOBI","0412","0709","SR","D","F","Om","sed/pom/mic","De","SR-De","Nuculana pernula"
"Nuculana pernula","Animalia","Mollusca","Bivalvia","Protobranchia","","","","Nuculanida","Nuculanoidea","Nuculanidae","Nuculana","Nuculana pernula","Nuculaninae","","","","","","","","","","","Nuculana pernula","B5C",2,2016,4,"B5",8,"Nuculana pernula","140579",140579,67,"MOBI","0412","0709","SR","D","F","Om","sed/pom/mic","De","SR-De","Nuculana pernula"
"Nuculana pernula","Animalia","Mollusca","Bivalvia","Protobranchia","","","","Nuculanida","Nuculanoidea","Nuculanidae","Nuculana","Nuculana pernula","Nuculaninae","","","","","","","","","","","Nuculana pernula","C4B",1,2016,4,"C4",4,"Nuculana pernula","140579",140579,33,"MOBI","0412","0709","SR","D","F","Om","sed/pom/mic","De","SR-De","Nuculana pernula"
"Nuculana pernula","Animalia","Mollusca","Bivalvia","Protobranchia","","","","Nuculanida","Nuculanoidea","Nuculanidae","Nuculana","Nuculana pernula","Nuculaninae","","","","","","","","","","","Nuculana pernula","B8A",1,2016,4,"B8",4,"Nuculana pernula","140579",140579,33,"MOBI","0412","0709","SR","D","F","Om","sed/pom/mic","De","SR-De","Nuculana pernula"
"Nutricola tantilla","Animalia","Chordata","","","","","","","","","","","","","Tunicata","","","","","","","","","Tunicata","E3C",1,2014,1,"E3",1,"Möttuldýr","146420",146420,8,"MOBI","0472","0745","EP","D","F","Om","pom/phy","Su","EP-Su","Nutricola tantilla"
"Nutricola tantilla","Animalia","Chordata","","","","","","","","","","","","","Tunicata","","","","","","","","","Tunicata","E3B",1,2014,1,"E3",1,"Möttuldýr","146420",146420,8,"MOBI","0472","0745","EP","D","F","Om","pom/phy","Su","EP-Su","Nutricola tantilla"
"Nutricola tantilla","Animalia","Chordata","","","","","","","","","","","","","Tunicata","","","","","","","","","Tunicata","E3C",9,2015,1,"E3",9,"Möttuldýr tunicata eða fleiri?","146420",146420,75,"MOBI","0472","0745","EP","D","F","Om","pom/phy","Su","EP-Su","Nutricola tantilla"
"Nutricola tantilla","Animalia","Chordata","","","","","","","","","","","","","Tunicata","","","","","","","","","Tunicata","E3C",1,2015,4,"E3",4,"Möttuldýr tunicata eða fleiri?","146420",146420,33,"MOBI","0472","0745","EP","D","F","Om","pom/phy","Su","EP-Su","Nutricola tantilla"
"Nutricola tantilla","Animalia","Chordata","","","","","","","","","","","","","Tunicata","","","","","","","","","Tunicata","E3A",3,2015,1,"E3",3,"Möttuldýr tunicata eða fleiri?","146420",146420,25,"MOBI","0472","0745","EP","D","F","Om","pom/phy","Su","EP-Su","Nutricola tantilla"
"Nutricola tantilla","Animalia","Chordata","","","","","","","","","","","","","Tunicata","","","","","","","","","Tunicata","E3C",1,2014,4,"E3",4,"Möttuldýr","146420",146420,33,"MOBI","0472","0745","EP","D","F","Om","pom/phy","Su","EP-Su","Nutricola tantilla"
"Nutricola tantilla","Animalia","Chordata","","","","","","","","","","","","","Tunicata","","","","","","","","","Tunicata","E3A",1,2014,1,"E3",1,"Möttuldýr","146420",146420,8,"MOBI","0472","0745","EP","D","F","Om","pom/phy","Su","EP-Su","Nutricola tantilla"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","B8A",1,2016,4,"B8",4,"Ophelina acuminata","130500",130500,33,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","E3B",22,2016,4,"E3",88,"Ophelina acuminata","130500",130500,733,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","E4B",2,2015,4,"E4",8,"Ophelina acuminata","130500",130500,67,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","B8A",2,2015,4,"B8",8,"Ophelina acuminata","130500",130500,67,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","B8B",2,2017,1,"B8",2,"Ophelina acuminata","130500",130500,17,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","B8B",2,2015,4,"B8",8,"Ophelina acuminata","130500",130500,67,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","C4A",10,2015,4,"C4",40,"Ophelina acuminata","130500",130500,333,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","E3C",12,2016,4,"E3",48,"Ophelina acuminata","130500",130500,400,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","C4A",8,2015,1,"C4",8,"Ophelina acuminata","130500",130500,67,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","E4C",12,2016,4,"E4",48,"Ophelina acuminata","130500",130500,400,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","C4A",1,2014,1,"C4",1,"Ophelina acuminata","130500",130500,8,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","E4A",25,2016,4,"E4",100,"Ophelina acuminata","130500",130500,833,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","E4C",9,2015,4,"E4",36,"Ophelina acuminata","130500",130500,300,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","E4B",9,2017,4,"E4",36,"Ophelina acuminata","130500",130500,300,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","B8C",3,2017,1,"B8",3,"Ophelina acuminata","130500",130500,25,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","E4B",11,2016,1,"E4",11,"Ophelina acuminata","130500",130500,92,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","A7B",1,2017,4,"A7",4,"Ophelina acuminata","130500",130500,33,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","B8",6,1999,1,"B8",6,"Ophelina acuminata","130500",130500,267,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","B8C",1,2015,1,"B8",1,"Ophelina acuminata","130500",130500,8,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","E3B",1,2017,4,"E3",4,"Ophelina acuminata","130500",130500,33,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","E4C",6,2017,4,"E4",24,"Ophelina acuminata","130500",130500,200,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","A7C",29,2016,1,"A7",29,"Ophelina acuminata","130500",130500,242,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","B8A",2,2017,4,"B8",8,"Ophelina acuminata","130500",130500,67,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","E3A",1,2016,1,"E3",1,"Ophelina acuminata","130500",130500,8,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","B5A",1,2017,1,"B5",1,"Ophelina acuminata","130500",130500,8,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","B5B",3,2017,4,"B5",12,"Ophelina acuminata","130500",130500,100,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","B5A",17,2015,4,"B5",68,"Ophelina acuminata","130500",130500,567,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","B8B",4,2016,4,"B8",16,"Ophelina acuminata","130500",130500,133,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","A7B",1,2017,1,"A7",1,"Ophelina acuminata","130500",130500,8,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","B5C",4,2015,1,"B5",4,"Ophelina acuminata","130500",130500,33,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","B5A",1,2016,1,"B5",1,"Ophelina acuminata","130500",130500,8,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","B8C",1,2016,4,"B8",4,"Ophelina acuminata","130500",130500,33,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","A7C",2,2017,4,"A7",8,"Ophelina acuminata","130500",130500,67,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","C4A",21,2017,4,"C4",84,"Ophelina acuminata","130500",130500,700,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","E4A",7,2017,4,"E4",28,"Ophelina acuminata","130500",130500,233,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","C4B",7,2015,4,"C4",28,"Ophelina acuminata","130500",130500,233,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","E3B",1,2014,1,"E3",1,"Ophelina acuminata","130500",130500,8,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","A7B",5,2016,1,"A7",5,"Ophelina acuminata","130500",130500,42,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","E3C",1,2016,1,"E3",1,"Ophelina acuminata","130500",130500,8,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","E4A",2,2015,1,"E4",2,"Ophelina acuminata","130500",130500,17,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","C4C",11,2015,4,"C4",44,"Ophelina acuminata","130500",130500,367,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Opheliidae","Ophelina","Ophelina acuminata","Ophelininae","","","","","","","","","","","Ophelina acuminata","A7A",8,2016,1,"A7",8,"Ophelina acuminata","130500",130500,67,"POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
