"","x"
"333","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Sabellida
Family Sabellidae
Genus Notaulax
Species Notaulax rectangulata"
"334","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Eunicida
Superfamily Eunicoidea
Family Onuphidae
Subfamily Hyalinoecinae
Genus Nothria
Species Nothria conchylega"
"335","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Capitellida
Family Capitellidae
Genus Notomastus
Species Notomastus latericeus"
"336","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Phyllodocoidea
Family Phyllodocidae
Genus Notophyllum
Species Notophyllum americanum"
"337","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Phyllodocoidea
Family Phyllodocidae
Genus Notophyllum
Species Notophyllum foliosum"
"338","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Terebellida
Family Trichobranchidae
Genus Octobranchus
Species Octobranchus floriceps"
"339","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Syllidae
Subfamily Eusyllinae
Genus Odontosyllis
Species Odontosyllis ctenosoma"
"340","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Syllidae
Subfamily Eusyllinae
Genus Odontosyllis
Species Odontosyllis fulgurans"
"341","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Syllidae
Subfamily Eusyllinae
Genus Odontosyllis
Species Odontosyllis gibba"
"342","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Opheliida
Family Opheliidae
Subfamily Opheliinae
Genus Ophelia
Species Ophelia limacina"
"343","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Opheliida
Family Opheliidae
Subfamily Opheliinae
Genus Ophelia
Species Ophelia rathkei"
"344","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Opheliida
Family Opheliidae
Subfamily Ophelininae
Genus Ophelina
Species Ophelina abranchiata"
"345","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Opheliida
Family Opheliidae
Subfamily Ophelininae
Genus Ophelina
Species Ophelina acuminata"
"346","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Opheliida
Family Opheliidae
Subfamily Ophelininae
Genus Ophelina
Species Ophelina cylindricaudata"
"347","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Opheliida
Family Opheliidae
Subfamily Ophelininae
Genus Ophelina
Species Ophelina minima"
"348","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Opheliida
Family Opheliidae
Subfamily Ophelininae
Genus Ophelina
Species Ophelina modesta"
"349","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Opheliida
Family Opheliidae
Subfamily Ophelininae
Genus Ophelina
Species Ophelina norvegica"
"350","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Hesionidae
Subfamily Hesioninae
Genus Ophiodromus
Species Ophiodromus flexuosus"
"351","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Eunicida
Superfamily Eunicoidea
Family Dorvilleidae
Genus Ophryotrocha
Species Ophryotrocha dubia"
"352","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Eunicida
Superfamily Eunicoidea
Family Dorvilleidae
Genus Ophryotrocha
Species Ophryotrocha gerlachi"
"353","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Eunicida
Superfamily Eunicoidea
Family Dorvilleidae
Genus Ophryotrocha
Species Ophryotrocha geryonicola"
"354","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Eunicida
Superfamily Eunicoidea
Family Dorvilleidae
Genus Ophryotrocha
Species Ophryotrocha gracilis"
"355","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Eunicida
Superfamily Eunicoidea
Family Dorvilleidae
Genus Ophryotrocha
Species Ophryotrocha hartmanni"
"356","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Eunicida
Superfamily Eunicoidea
Family Dorvilleidae
Genus Ophryotrocha
Species Ophryotrocha longidentata"
"357","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Eunicida
Superfamily Eunicoidea
Family Dorvilleidae
Genus Ophryotrocha
Species Ophryotrocha maculata"
"358","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Eunicida
Superfamily Eunicoidea
Family Dorvilleidae
Genus Ophryotrocha
Species Ophryotrocha puerilis"
"359","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Eunicida
Superfamily Eunicoidea
Family Dorvilleidae
Genus Ophryotrocha
Species Ophryotrocha socialis"
"360","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Syllidae
Subfamily Eusyllinae
Genus Opisthodonta
Species Opisthodonta pterochaeta"
"361","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Orbiniida
Family Orbiniidae
Subfamily Orbiniinae
Genus Orbinia
Species Orbinia armandi"
"362","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Orbiniida
Family Orbiniidae
Subfamily Orbiniinae
Genus Orbinia
Species Orbinia kupfferi"
"363","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Orbiniida
Family Orbiniidae
Subfamily Orbiniinae
Genus Orbinia
Species Orbinia latreillii"
"364","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Orbiniida
Family Orbiniidae
Subfamily Orbiniinae
Genus Orbinia
Species Orbinia norvegica"
"365","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Orbiniida
Family Orbiniidae
Subfamily Orbiniinae
Genus Orbinia
Species Orbinia sertulata"
"366","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Eunicida
Superfamily Eunicoidea
Family Dorvilleidae
Genus Ougia
Species Ougia subaequalis"
"367","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Oweniida
Family Oweniidae
Genus Owenia
Species Owenia fusiformis"
"368","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Aphroditoidea
Family Chrysopetalidae
Genus Paleaonotus
Species Paleaonotus debilis"
"369","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Aphroditoidea
Family Acoetidae
Genus Panthalis
Species Panthalis oerstedi"
"370","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Sabellida
Family Serpulidae
Subfamily Spirorbinae
Genus Paradexiospira
Species Paradexiospira vitrea"
"371","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Eunicida
Superfamily Eunicoidea
Family Onuphidae
Subfamily Onuphinae
Genus Paradiopatra
Species Paradiopatra fiordica"
"372","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Eunicida
Superfamily Eunicoidea
Family Onuphidae
Subfamily Onuphinae
Genus Paradiopatra
Species Paradiopatra quadricuspis"
"373","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Amphinomida
Family Amphinomidae
Genus Paramphinome
Species Paramphinome jeffreysii"
"374","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Terebellida
Family Terebellidae
Subfamily Terebellinae
Genus Paramphitrite
Species Paramphitrite tetrabranchia"
"375","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Phyllodocoidea
Family Phyllodocidae
Genus Paranaitis
Species Paranaitis kosteriensis"
"376","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Phyllodocoidea
Family Phyllodocidae
Genus Paranaitis
Species Paranaitis wahlbergi"
"377","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Family Nerillidae
Genus Paranerilla
Species Paranerilla limicola"
"378","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Cirratulida
Family Paraonidae
Genus Paraonis
Species Paraonis fulgens"
"379","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Eunicida
Superfamily Eunicoidea
Family Dorvilleidae
Genus Parapodrilus
Species Parapodrilus psammophilus"
"380","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Amphinomida
Family Amphinomidae
Genus Pareurythoe
Species Pareurythoe borealis"
"381","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Eunicida
Superfamily Eunicoidea
Family Dorvilleidae
Genus Parophryotrocha
Species Parophryotrocha isochaeta"
"382","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Eunicida
Superfamily Eunicoidea
Family Dorvilleidae
Genus Parougia
Species Parougia eliasoni"
"383","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Terebellida
Family Pectinariidae
Genus Pectinaria
Species Pectinaria auricoma"
"384","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Terebellida
Family Pectinariidae
Genus Pectinaria
Species Pectinaria belgica"
"385","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Terebellida
Family Pectinariidae
Genus Pectinaria
Species Pectinaria granulata"
"386","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Terebellida
Family Pectinariidae
Genus Pectinaria
Species Pectinaria hyperborea"
"387","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Terebellida
Family Pectinariidae
Genus Pectinaria
Species Pectinaria koreni"
"388","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Nereididae
Subfamily Nereidinae
Genus Perinereis
Species Perinereis cultrifera"
"389","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Capitellida
Family Maldanidae
Subfamily Nicomachinae
Genus Petaloproctus
Species Petaloproctus borealis"
"390","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Terebellida
Family Pectinariidae
Genus Petta
Species Petta pusilla"
"391","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Flabelligerida
Family Flabelligeridae
Genus Pherusa
Species Pherusa falcata"
"392","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Flabelligerida
Family Flabelligeridae
Genus Pherusa
Species Pherusa flabellata"
"393","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Flabelligerida
Family Flabelligeridae
Genus Pherusa
Species Pherusa plumosa"
"394","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Aphroditoidea
Family Pholoidae
Genus Pholoe
Species Pholoe inornata"
"395","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Aphroditoidea
Family Pholoidae
Genus Pholoe
Species Pholoe pallida"
"396","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Aphroditoidea
Family Pholoidae
Genus Pholoe
Species Pholoe synophthalmica"
"397","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Chaetopterida
Family Chaetopteridae
Genus Phyllochaetopterus
Species Phyllochaetopterus major"
"398","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Phyllodocoidea
Family Phyllodocidae
Genus Phyllodoce
Species Phyllodoce citrina"
"399","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Phyllodocoidea
Family Phyllodocidae
Genus Phyllodoce
Species Phyllodoce groenlandica"
"400","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Phyllodocoidea
Family Phyllodocidae
Genus Phyllodoce
Species Phyllodoce laminosa"
"401","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Phyllodocoidea
Family Phyllodocidae
Genus Phyllodoce
Species Phyllodoce lineata"
"402","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Phyllodocoidea
Family Phyllodocidae
Genus Phyllodoce
Species Phyllodoce longipes"
"403","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Phyllodocoidea
Family Phyllodocidae
Genus Phyllodoce
Species Phyllodoce maculata"
"404","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Phyllodocoidea
Family Phyllodocidae
Genus Phyllodoce
Species Phyllodoce mucosa"
"405","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Phyllodocoidea
Family Phyllodocidae
Genus Phyllodoce
Species Phyllodoce rosea"
"406","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Syllidae
Subfamily Eusyllinae
Genus Pionosyllis
Species Pionosyllis compacta"
"407","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Syllidae
Subfamily Eusyllinae
Genus Pionosyllis
Species Pionosyllis lamelligera"
"408","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Syllidae
Subfamily Eusyllinae
Genus Pionosyllis
Species Pionosyllis pulligera"
"409","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Syllidae
Subfamily Eusyllinae
Genus Pionosyllis
Species Pionosyllis serrata"
"410","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Phyllodocoidea
Family Phyllodocidae
Genus Pirakia
Species Pirakia punctifera"
"411","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Family Pisionidae
Genus Pisione
Species Pisione remota"
"412","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Terebellida
Family Terebellidae
Subfamily Terebellinae
Genus Pista
Species Pista cristata"
"413","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Terebellida
Family Terebellidae
Subfamily Terebellinae
Genus Pistella
Species Pistella lornensis"
"414","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Sabellida
Family Serpulidae
Subfamily Serpulinae
Genus Placostegus
Species Placostegus tridentatus"
"415","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Nereididae
Subfamily Nereidinae
Genus Platynereis
Species Platynereis dumerilii"
"416","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Nereididae
Subfamily Nereidinae
Genus Platynereis
Species Platynereis massiliensis"
"417","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Hesionidae
Subfamily Hesioninae
Genus Podarkeopsis
Species Podarkeopsis helgolandica"
"418","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Poecilochaetidae
Genus Poecilochaetus
Species Poecilochaetus serpens"
"419","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Terebellida
Family Terebellidae
Subfamily Polycirrinae
Genus Polycirrus
Species Polycirrus arcticus"
"420","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Terebellida
Family Terebellidae
Subfamily Polycirrinae
Genus Polycirrus
Species Polycirrus aurantiacus"
"421","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Terebellida
Family Terebellidae
Subfamily Polycirrinae
Genus Polycirrus
Species Polycirrus caliendrum"
"422","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Terebellida
Family Terebellidae
Subfamily Polycirrinae
Genus Polycirrus
Species Polycirrus latidens"
"423","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Terebellida
Family Terebellidae
Subfamily Polycirrinae
Genus Polycirrus
Species Polycirrus medusa"
"424","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Terebellida
Family Terebellidae
Subfamily Polycirrinae
Genus Polycirrus
Species Polycirrus norvegicus"
"425","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Terebellida
Family Terebellidae
Subfamily Polycirrinae
Genus Polycirrus
Species Polycirrus plumosus"
"426","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Polydora
Species Polydora antennata"
"427","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Polydora
Species Polydora caeca"
"428","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Polydora
Species Polydora caulleryi"
"429","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Polydora
Species Polydora ciliata"
"430","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Polydora
Species Polydora cornuta"
"431","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Polydora
Species Polydora flava"
"432","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Polydora
Species Polydora giardi"
"433","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Polydora
Species Polydora hermaphroditica"
"434","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Polydora
Species Polydora hoplura"
"435","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Polydora
Species Polydora ligerica"
"436","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Polydora
Species Polydora limicola"
"437","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Polydora
Species Polydora paucibranchiata"
"438","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Polydora
Species Polydora pulchra"
"439","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Polydora
Species Polydora quadrilobata"
"440","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Polydora
Species Polydora socialis"
"441","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Family Polygordiidae
Genus Polygordius
Species Polygordius appendiculatus"
"442","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Family Polygordiidae
Genus Polygordius
Species Polygordius lacteus"
"443","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Aphroditoidea
Family Polynoidae
Genus Polynoe
Species Polynoe scolopendrina"
"444","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Opheliida
Family Scalibregmatidae
Genus Polyphysia
Species Polyphysia crassa"
"445","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Sabellida
Family Serpulidae
Subfamily Serpulinae
Genus Pomatoceros
Species Pomatoceros lamarcki"
"446","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Sabellida
Family Serpulidae
Subfamily Serpulinae
Genus Pomatoceros
Species Pomatoceros triqueter"
"447","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Sabellida
Family Sabellidae
Subfamily Sabellinae
Genus Potamilla
Species Potamilla neglecta"
"448","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Sabellida
Family Sabellidae
Subfamily Sabellinae
Genus Potamilla
Species Potamilla torelli"
"449","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Capitellida
Family Maldanidae
Subfamily Euclymeninae
Genus Praxillella
Species Praxillella affinis"
"450","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Capitellida
Family Maldanidae
Subfamily Euclymeninae
Genus Praxillella
Species Praxillella praetermissa"
"451","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Capitellida
Family Maldanidae
Subfamily Euclymeninae
Genus Praxillella
Species Praxillella quadrilobata"
"452","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Capitellida
Family Maldanidae
Subfamily Lumbriclymeninae
Genus Praxillura
Species Praxillura longissima"
"453","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Prionospio
Species Prionospio banyulensis"
"454","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Prionospio
Species Prionospio cirrifera"
"455","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Prionospio
Species Prionospio fallax"
"456","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Prionospio
Species Prionospio multibranchiata"
"457","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Prionospio
Species Prionospio plumosa"
"458","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Prionospio
Species Prionospio steenstrupi"
"459","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Syllidae
Subfamily Autolytinae
Genus Proceraea
Species Proceraea aurantiaca"
"460","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Syllidae
Subfamily Autolytinae
Genus Proceraea
Species Proceraea cornuta"
"461","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Syllidae
Subfamily Autolytinae
Genus Proceraea
Species Proceraea picta"
"462","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Syllidae
Subfamily Autolytinae
Genus Proceraea
Species Proceraea prismatica"
"463","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Syllidae
Subfamily Autolytinae
Genus Procerastea
Species Procerastea halleziana"
"464","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Syllidae
Subfamily Autolytinae
Genus Procerastea
Species Procerastea nematodes"
"465","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Terebellida
Family Terebellidae
Subfamily Terebellinae
Genus Proclea
Species Proclea graffii"
"466","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Capitellida
Family Maldanidae
Subfamily Euclymeninae
Genus Proclymene
Species Proclymene muelleri"
"467","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Eunicida
Superfamily Eunicoidea
Family Dorvilleidae
Genus Protodorvillea
Species Protodorvillea kefersteini"
"468","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Protodrilida
Family Protodriloididae
Genus Protodriloides
Species Protodriloides chaetifer"
"469","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Protodrilida
Family Protodriloididae
Genus Protodriloides
Species Protodriloides symbioticus"
"470","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Protodrilida
Family Protodrilidae
Genus Protodrilus
Species Protodrilus adhaerens"
"471","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Protodrilida
Family Protodrilidae
Genus Protodrilus
Species Protodrilus affinis"
"472","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Protodrilida
Family Protodrilidae
Genus Protodrilus
Species Protodrilus brevis"
"473","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Protodrilida
Family Protodrilidae
Genus Protodrilus
Species Protodrilus ciliatus"
"474","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Protodrilida
Family Protodrilidae
Genus Protodrilus
Species Protodrilus gracilis"
"475","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Protodrilida
Family Protodrilidae
Genus Protodrilus
Species Protodrilus hatscheki"
"476","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Protodrilida
Family Protodrilidae
Genus Protodrilus
Species Protodrilus helgolandicus"
"477","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Protodrilida
Family Protodrilidae
Genus Protodrilus
Species Protodrilus hypoleucus"
"478","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Protodrilida
Family Protodrilidae
Genus Protodrilus
Species Protodrilus oculifer"
"479","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Protodrilida
Family Protodrilidae
Genus Protodrilus
Species Protodrilus purpureus"
"480","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Protodrilida
Family Protodrilidae
Genus Protodrilus
Species Protodrilus robustus"
"481","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Protodrilida
Family Protodrilidae
Genus Protodrilus
Species Protodrilus rubropharyngeus"
"482","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Phyllodocoidea
Family Phyllodocidae
Genus Protomystides
Species Protomystides exigua"
"483","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Sabellida
Family Serpulidae
Subfamily Serpulinae
Genus Protula
Species Protula tubularia"
"484","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Psammodrilida
Family Psammodrilidae
Genus Psammodrilus
Species Psammodrilus balanoglossoides"
"485","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Phyllodocoidea
Family Phyllodocidae
Genus Pseudomystides
Species Pseudomystides limbata"
"486","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Phyllodocoidea
Family Phyllodocidae
Genus Pseudomystides
Species Pseudomystides spinachia"
"487","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Sabellida
Family Sabellidae
Subfamily Sabellinae
Genus Pseudopotamilla
Species Pseudopotamilla reniformis"
"488","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Eunicida
Superfamily Eunicoidea
Family Dorvilleidae
Genus Pusillotrocha
Species Pusillotrocha akessoni"
"489","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Pygospio
Species Pygospio elegans"
"490","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Ctenodrilida
Family Ctenodrilidae
Subfamily Rhaphidrilinae
Genus Raricirrus
Species Raricirrus beryli"
"491","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Capitellida
Family Maldanidae
Subfamily Rhodininae
Genus Rhodine
Species Rhodine gracilior"
"492","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Capitellida
Family Maldanidae
Subfamily Rhodininae
Genus Rhodine
Species Rhodine loveni"
"493","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Sabellida
Family Sabellidae
Subfamily Sabellinae
Genus Sabella
Species Sabella pavonina"
"494","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Sabellariida
Family Sabellariidae
Genus Sabellaria
Species Sabellaria alveolata"
"495","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Sabellariida
Family Sabellariidae
Genus Sabellaria
Species Sabellaria spinulosa"
"496","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Terebellida
Family Ampharetidae
Subfamily Ampharetinae
Genus Sabellides
Species Sabellides borealis"
"497","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Terebellida
Family Ampharetidae
Subfamily Ampharetinae
Genus Sabellides
Species Sabellides octocirrata"
"498","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Sabellida
Family Serpulidae
Subfamily Serpulinae
Genus Salmacina
Species Salmacina dysteri"
"499","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Terebellida
Family Ampharetidae
Subfamily Ampharetinae
Genus Samytha
Species Samytha sexcirrata"
"500","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Opheliida
Family Scalibregmatidae
Genus Scalibregma
Species Scalibregma inflatum"
"501","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Scolelepis
Species Scolelepis bonnieri"
"502","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Scolelepis
Species Scolelepis cantabra"
